Object ID,Name of site,Place,Region,Site description,Campsite category,Number of powered sites,Number of unpowered sites,Bookable,Free,Facilities,Activities,Dogs alllowed,Landscape type,Access by,Has alerts,URL to thumbnail,URL to webpage,Description of place,x,y,DOC system ID,Date loaded to GIS,GlobalID,x2,y2
156684,Waikaremoana Holiday Park,Lake Waikaremoana area,East Coast,Nau mai haere mai for a whānau holiday. Rest in tranquillity before and after conquering the Lake Waikaremoana Great Walk.,Serviced,32,26,Yes,,"BBQ, Boat launching, Cookers/electric stove, Dump station, Jetty, Non-powered/tent sites, Phone, Powered sites, Shelter for cooking, Shop, Shower - hot, Toilets - flush, Water from tap - not treated, boil before use, Wheelchair accessible, Toilets, W","Boating, Fishing, Kayaking and canoeing, Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ae5fc2c5937a4808872e3757f2d847f3.aspx,https://www.doc.govt.nz/link/7c8e3d5b406e4b169b9e8435a8763ed2.aspx,Located in Lake Waikaremoana area,1961155,5702377,100043676,6/25/2024 8:31:35 AM,90aa5d40-9506-4941-84a4-c44b022652c2,1961155,5702377
156685,Te Pakau (Eight Acre) Campsite,Te Urewera,East Coast,"Once a dairy farm, this campsite is near the Waimana River. There are numerous walks into the spectacular forest nearby.",Basic,0,60,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",Walking and tramping,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,"Forest, Rivers and lakes","Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a007387373334ffea1ee8fd55d3bfc02.jpg,https://www.doc.govt.nz/link/6ca5b559fa574bb9a1b47fed8d399030.aspx,Located in Te Urewera,1960070,5745740,100065880,6/25/2024 8:31:36 AM,9be57d54-fbae-422c-b921-98ecddad357c,1960070,5745740
156686,Whakapapa Holiday Park,Tongariro National Park,Central North Island,"Camp in a mountain beech forest, beside a stream. It's a perfect base for exploring the national park with short walks close to the campsite. In winter, skiing is just up the road.",Serviced,44,15,Yes,,"BBQ, Cookers/electric stove, Non-powered/tent sites, Powered sites, Shop, Shower - hot, Water from tap - treated, suitable for drinking, Toilets - non-flush, Toilets","Skiing and ski touring, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6c35d02ff8f74170b64f7b6908146bd5.jpg,https://www.doc.govt.nz/link/5e51aedd41764389a86994e2bb8ae116.aspx,Located in Tongariro National Park,1819338,5657839,100065591,6/25/2024 8:31:36 AM,b24a545d-47f1-48ff-8b29-97a3a1802c2f,1819338,5657839
156687,Ohinepane Campsite,Ohinepane Recreation Reserve,Manawatu/Whanganui,"This is a Great Walk campsite in the Whanganui area. This is one of four road access points to the Whanganui Journey. Look and listen for kererū, tūi and fantail. Brown kiwi can often be heard at night.",Great Walk,0,36,Yes,,"Boat launching, Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply","Bird and wildlife watching, Kayaking and canoeing",Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,"Forest, Rivers and lakes","Boat, Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/887404e19a2b448f8f354261d49252ee.jpg,https://www.doc.govt.nz/link/ee64fac6881b4af1bfe8494e0465eada.aspx,Located in Ohinepane Recreation Reserve,1786004,5687522,100044319,6/25/2024 8:31:37 AM,a6c9387c-15fd-4c71-a8ae-2572ef2ef1e6,1786004,5687522
156688,Ohauora Campsite,Whanganui National Park,Manawatu/Whanganui,This is a boat-in only campsite on the Whanganui Journey. There is no drive on access.,Great Walk,0,20,Yes,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/83c87f178d8c49329ce73c5d41bbc0fc.jpg,https://www.doc.govt.nz/link/2cd12870c93a4662b1f10f72d8daf6f3.aspx,Located in Whanganui National Park,1769219,5662398,100044318,6/25/2024 8:31:37 AM,e5629791-eb17-4fe7-80ed-0d8dc518308b,1769219,5662398
156689,John Coull Campsite,Whanganui National Park,Manawatu/Whanganui,This is a boat-in only campsite on the Whanganui Journey. There is no drive on access.,Great Walk,0,26,Yes,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d35540e4c7dc407c9182b03ebb14f303.jpg,https://www.doc.govt.nz/link/851b887589be46b89cf9ac49284cbfad.aspx,Located in Whanganui National Park,1765211,5655602,100042738,6/25/2024 8:31:37 AM,83a8bd74-669d-49f4-b33e-01e8fc313fd9,1765211,5655602
156690,Ngaporo Campsite,Whanganui National Park,Manawatu/Whanganui,This is a boat-in only campsite on the Whanganui Journey. There is no drive on access.,Great Walk,0,32,Yes,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fa4c8738a49a41098be9bd156b75e8cd.jpg,https://www.doc.govt.nz/link/90002a5fb427415a9343553c9a532c84.aspx,Located in Whanganui National Park,1775215,5634079,100031360,6/25/2024 8:31:38 AM,95a0cf9f-8f5f-4bf8-b781-59682dc7b236,1775215,5634079
156691,Maharanui Campsite,Whanganui National Park,Manawatu/Whanganui,This is a boat-in only campsite on the Whanganui Journey. There is no drive on access.,Great Walk,0,12,Yes,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6d2588788d504cd2ae26d7c5990784cd.jpg,https://www.doc.govt.nz/link/8c7fd5ecfb10448a8da9598ec360855a.aspx,Located in Whanganui National Park,1776875,5673069,100044317,6/25/2024 8:31:38 AM,92617236-b88b-42a6-949e-f5d0cf26b80e,1776875,5673069
156692,Whakahoro Campsite,Whanganui National Park,Manawatu/Whanganui,"This is a Great Walk campsite in the Whanganui area. A large, flat, grassy site beside the river, and a good starting or mid-point stop if undertaking the Whanganui Journey.",Great Walk,0,36,Yes,,"Boat launching, Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Boat, Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0ea14bbd06054bed923e94259d0ab0bc.jpg,https://www.doc.govt.nz/link/afc10f759fa74e848e4f7c5643dccee9.aspx,Located in Whanganui National Park,1779053,5669059,100031361,6/25/2024 8:31:38 AM,46e1d2e6-9136-4a9d-8db0-41854687a642,1779053,5669059
156693,Mangapapa Campsite,Whanganui National Park,Manawatu/Whanganui,This is a boat-in only campsite on the Whanganui Journey. There is no drive on access.,Great Walk,0,17,Yes,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7b8ea66a8e0542c98ee1f814591e0c90.jpg,https://www.doc.govt.nz/link/6428b51413ae4d68a194f66ed7c1c439.aspx,Located in Whanganui National Park,1772810,5666968,100031357,6/25/2024 8:31:39 AM,92693cbc-d862-416e-b7b6-73d8851bff0e,1772810,5666968
156694,Mangawaiiti Campsite,Whanganui National Park,Manawatu/Whanganui,This is a boat-in only campsite on the Whanganui Journey. There is no drive on access.,Great Walk,0,26,Yes,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e7540c9287114c1396c96bef987311cd.jpg,https://www.doc.govt.nz/link/64b830dec8014bbdb66d1fa4baea3c43.aspx,Located in Whanganui National Park,1764320,5649965,100031359,6/25/2024 8:31:39 AM,0a116326-c271-4623-a218-3cd525254569,1764320,5649965
156695,Mangapurua Campsite,Whanganui National Park,Manawatu/Whanganui,This is a boat-in only campsite on the Whanganui Journey. There is no drive on access.,Great Walk,0,10,Yes,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8ea8404991a14c5790ec1408b1eff174.jpg,https://www.doc.govt.nz/link/02535ee3e5cf478ea06216ae3d97d2c9.aspx,Located in Whanganui National Park,1769629,5650103,100031358,6/25/2024 8:31:39 AM,9202d911-2f8a-4f54-ab4a-cb2d5e3aaa82,1769629,5650103
156696,Tīeke Marae/kāinga Campsite,Whanganui National Park,Manawatu/Whanganui,This campsite is located in Tīeke Marae/Kāinga. This area offers a unique cultural experience,Great Walk,0,28,Yes,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e2bdc3ca47464fc3bf7df3f5688d05ea.jpg,https://www.doc.govt.nz/link/e7bbf631c06c4ae58cfd5bf5d7e9dd28.aspx,Located in Whanganui National Park,1771735,5643868,100044320,6/25/2024 8:31:40 AM,6d8acd96-6a47-45eb-ac8a-b0edd7bdd4cc,1771735,5643868
156697,Poukaria Campsite,Whanganui National Park,Manawatu/Whanganui,This is a boat-in only campsite on the Whanganui Journey. There is no drive on access.,Great Walk,0,12,Yes,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0d30aa783a1249f3bb79aad8e16a143c.jpg,https://www.doc.govt.nz/link/4a1a98d1d42a4023a7e15d9b98212760.aspx,Located in Whanganui National Park,1783561,5681984,100042739,6/25/2024 8:31:40 AM,9a778517-2a54-4e66-84be-538f2f79140b,1783561,5681984
156698,Verns Camp,Whirinaki Te Pua-a-Tāne Conservation Park,East Coast,"This is a good place to stop for lunch, with a shelter, fireplace and water.",Basic,0,0,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",Walking and tramping,Dogs with a DOC permit only. Contact closest <a href=""#contacts"">DOC office</a> to get a permit. <a ,"Forest, Rivers and lakes",Foot,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5f719b0eb25e4dd7bafb9508a754546a.jpg,https://www.doc.govt.nz/link/6577193925b84a4aae29c09184bb3c55.aspx,Located in Whirinaki Te Pua-a-Tāne Conservation Park,1919964,5707639,100065051,6/25/2024 8:31:40 AM,05bc4d19-3c28-440e-becb-542591d25898,1919964,5707639
156699,Mid Okahu Road Campsite,Whirinaki Te Pua-a-Tāne Conservation Park,East Coast,Camp on grass terraces adjacent to Okahu Stream.  Good picnicking and walking in the forest.,Basic,0,15,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Picnicking, Walking and tramping",Dogs with a DOC permit only. Contact closest <a href=""#contacts"">DOC office</a> to get a permit. <a ,"Forest, Rivers and lakes","Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/48714631583d4ac2a0a15f66a6a54645.jpg,https://www.doc.govt.nz/link/260b463de43542edb770a3ed04e2a0d9.aspx,Located in Whirinaki Te Pua-a-Tāne Conservation Park,1934369,5719581,100043933,6/25/2024 8:31:41 AM,0d8ec955-5618-4748-8c72-f0fce2022438,1934369,5719581
156700,Sanctuary Campsite,Whirinaki Te Pua-a-Tāne Conservation Park,East Coast,Small camp next to the Minginui Stream. Walk through podocarp forest.,Basic,0,3,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",,Dogs with a DOC permit only. Contact closest <a href=""#contacts"">DOC office</a> to get a permit. <a ,Forest,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/88fbc97fdd774c8ca0aefb0dd1d4ae8d.jpg,https://www.doc.govt.nz/link/d6acd5969e474e5791693e06329c40fe.aspx,Located in Whirinaki Te Pua-a-Tāne Conservation Park,1924364,5713965,100044538,6/25/2024 8:31:41 AM,38bdbe31-62bb-4a4b-a7fe-0ea0871fd8e3,1924364,5713965
156701,Kaimanawa Road Campsite,Kaimanawa Forest Park,Central North Island,A basic campsite in the Kaimanawa Forest Park. Many forest walks start nearby.,Basic,0,10,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Toilets - non-flush, Toilets",Walking and tramping,Dogs with a DOC permit only. Contact closest <a href=""#contacts"">DOC office</a> to get a permit. <a ,,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9dc3989079b24a948dc5b87d68b24eba.jpg,https://www.doc.govt.nz/link/edc7219060794c8d9794cb890e13d10f.aspx,Located in Kaimanawa Forest Park,1844270,5664178,100066038,6/25/2024 8:31:41 AM,92e83d30-4106-42e3-b090-37bb6c3277f8,1844270,5664178
156702,Urchin Campsite,Kaimanawa Forest Park,Central North Island,"This popular site makes a good base for hunting, tramping, walking and mountain biking with a variety of tracks close by.",Basic,0,10,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Four wheel driving, Hunting, Mountain biking, Walking and tramping",Dogs with a DOC permit only. Contact closest <a href=""#contacts"">DOC office</a> to get a permit. <a ,Forest,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4e9472099cb04ba7834dd7d840331631.jpg,https://www.doc.govt.nz/link/57356d717214408ea867eb27ccc425c8.aspx,Located in Kaimanawa Forest Park,1843943,5662317,100031195,6/25/2024 8:31:42 AM,61ba5f4c-7b32-48ee-b740-86cc0a1215ff,1843943,5662317
156703,Whariwharangi Bay Campsite,Abel Tasman National Park,Nelson/Tasman,Walk-in or boat-in to this campsite on the Waiharakeke to Whariwharangi section of the Abel Tasman Coast Track. There is no drive-in access.,Great Walk,0,20,Yes,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Toilets - flush, Water from tap - not treated, boil before use, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Boat, Foot",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8a7b4745e7a94dfc842778c8962636c7.jpg,https://www.doc.govt.nz/link/e39ee1f445914004a4666fcff60980e8.aspx,Located in Abel Tasman National Park,1597870,5484718,100065883,6/25/2024 8:31:42 AM,10009b0a-d509-4f6d-8411-0af2d857088c,1597870,5484718
156704,Mutton Cove Campsite,Abel Tasman National Park,Nelson/Tasman,Walk-in or boat-in to this beachside campsite on the Waiharakeke to Whariwharangi section of the Abel Tasman Coast Track. There is no drive on access.,Great Walk,0,20,Yes,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Toilets - flush, Water from tap - not treated, boil before use, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Boat, Foot",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d8609d3fad0546fca96b6a650a719fa0.aspx,https://www.doc.govt.nz/link/179f12e72cbe47b5b8f05ae94e6187cc.aspx,Located in Abel Tasman National Park,1599494,5484453,100043765,6/25/2024 8:31:43 AM,2072c437-6d98-436b-ba4b-cb935ce2265c,1599494,5484453
